﻿icd_code,cn_title
Q932,"染色体被环状、双着丝粒或等染色体取代"
Q933,"4 号染色体短臂缺失"
Q934,"5 号染色体短臂缺失"
Q935,"染色体部分的其他缺失"
Q9351,"安格尔曼综合征"
Q9359,"染色体部分的其他缺失"
Q937,"其他复杂重排的缺失"
Q938,"常染色体的其他缺失"
Q9381,"Velo\-cardio\-facial 综合征"
Q9382,"威廉姆斯综合征"
Q9388,"其他微缺失"
Q9389,"常染色体的其他缺失"
Q939,"从常染色体中删除，未指定"
Q95,"平衡重排和结构标记，未分类"
Q950,"正常个体的平衡易位和插入"
Q951,"正常个体的染色体倒置"
Q952,"异常个体的平衡常染色体重排"
Q953,"异常个体的性别平衡/常染色体重排"
Q955,"常染色体脆弱部位的个体"
Q958,"其他平衡重排和结构标志物"
Q959,"平衡重排和结构标记，未指定"
Q96,"特纳综合征"
Q960,"核型 45，X"
Q961,"核型 46，X iso （Xq）"
Q962,"核型 46，X 伴有异常性染色体，除 iso （Xq） 外"
Q963,"嵌合体、45、X/46、XX 或 XY"
Q964,"嵌合体，45，性染色体异常的 X/其他细胞系"
Q968,"特纳综合征的其他变体"
Q969,"特纳综合征，未指定"
Q97,"其他性染色体异常、女性表型，未分类"
Q970,"核型 47， XXX"
Q971,"拥有三条以上 X 染色体的女性"
Q972,"嵌合体，具有不同数量 X 染色体的线条"
Q973,"女性 46，XY 核型"
Q978,"其他特定的性染色体异常、女性表型"
Q979,"性染色体异常，女性表型，未指定"
Q98,"其他性染色体异常，男性表型，未分类"
Q980,"克兰费尔特综合征核型 47，XXY"
Q981,"先天性睾丸发育不全综合征，男性，X 染色体超过 2 条"
Q983,"其他具有 46， XX 核型的男性"
Q984,"克兰费尔特综合征，未指定"
Q985,"核型 47，XYY"
Q986,"性染色体结构异常的男性"
Q987,"性染色体嵌合体的男性"
Q988,"其他特定的性染色体异常、男性表型"
Q989,"性染色体异常，男性表型，未指定"
Q99,"其他未分类的染色体异常"
Q990,"奇美拉 46、XX/46、XY"
Q991,"46、XX 真雌雄同体"
Q992,"脆性 X 染色体"
Q998,"其他特定的染色体异常"
Q999,"染色体异常，未指定"
R00,"心跳异常"
R000,"心动过速，未指明"
R001,"心动过缓，未指定"
R002,"心悸"
R008,"其他心跳异常"
R009,"未指定的心跳异常"
R01,"心脏杂音和其他心音"
R010,"良性和无害的心脏杂音"
R011,"心脏杂音，未明确"
R012,"其他心音"
R03,"血压读数异常，无诊断"
R030,"血压读数升高，但未诊断为高血压"
R031,"非特异性低血压读数"
R04,"呼吸道出血"
R040,"鼻出血"
R041,"咽喉出血"
R042,"咯血"
R048,"呼吸道其他部位出血"
R0481,"婴儿急性特发性肺出血"
R0489,"呼吸道其他部位出血"
R049,"呼吸道出血，未指明"
R05,"咳嗽"
R051,"急性咳嗽"
R052,"亚急性咳嗽"
R053,"慢性咳嗽"
R054,"咳嗽晕厥"
R058,"其他特定咳嗽"
R059,"咳嗽，未指明"
R06,"呼吸异常"
R060,"呼吸困难"
R0600,"呼吸困难，未指明"
R0601,"端坐呼吸"
R0602,"气短"
R0603,"急性呼吸窘迫"
R0609,"其他形式的呼吸困难"
R061,"鸣"
R062,"喘息"
R063,"周期性呼吸"
R064,"换气过度"
R065,"张口呼吸"
R066,"㰣"
R067,"打喷嚏"
R068,"其他呼吸异常"
R0681,"呼吸暂停，未分类"
R0682,"呼吸急促，未分类"
R0683,"打鼾"
R0689,"其他呼吸异常"
R069,"未指明的呼吸异常"
R07,"喉咙和胸部疼痛"
R070,"喉咙痛"
R071,"呼吸时胸痛"
R072,"心前区疼痛"
R078,"其他胸痛"
R0781,"胸痛"
R0782,"肋间疼痛"
R0789,"其他胸痛"
R079,"胸痛，未指明"
R09,"涉及循环和呼吸系统的其他症状和体征"
R090,"窒息和低氧血症"
R0901,"窒息"
R0902,"低氧血症"
R091,"胸膜炎"
R092,"呼吸停止"
R093,"痰液异常"
R098,"涉及循环和呼吸系统的其他特定症状和体征"
R0981,"鼻塞"
R0982,"鼻后滴漏"
R0989,"涉及循环和呼吸系统的其他特定症状和体征"
R10,"腹部和盆腔疼痛"
R100,"急腹症"
R101,"疼痛局限于上腹部"
R1010,"上腹痛，未明确"
R1011,"右上腹疼痛"
R1012,"左上腹疼痛"
R1013,"上腹痛"
R102,"盆腔和会阴疼痛"
R103,"疼痛局限于下腹部其他部位"
R1030,"下腹痛，未指明"
R1031,"右下腹疼痛"
R1032,"左下腹疼痛"
R1033,"脐周疼痛"
R108,"其他腹痛"
R1081,"腹部压痛"
R10811,"右上腹压痛"
R10812,"左上腹压痛"
R10813,"右下腹压痛"
R10814,"左下腹压痛"
R10815,"脐周腹部压痛"
R10816,"上腹压痛"
R10817,"全身性腹部压痛"
R10819,"腹部压痛，部位不明"
R1082,"腹部反跳压痛"
R10821,"右上腹反跳痛"
R10822,"左上腹反跳痛"
R10823,"右下腹反跳痛"
R10824,"左下腹反跳痛"
R10825,"脐周反跳痛 腹部压痛"
R10826,"上腹反跳痛 腹部压痛"
R10827,"全身反跳性腹部压痛"
R10829,"腹部反弹性压痛，部位不明"
R1083,"绞痛"
R1084,"全身性腹痛"
R109,"未指明的腹痛"
R11,"恶心和呕吐"
R110,"恶心"
R111,"呕吐"
R1110,"呕吐，未指明"
R1111,"呕吐无恶心"
R1112,"喷射性呕吐"
R1113,"呕吐粪便"
R1114,"胆汁性呕吐"
R1115,"与偏头痛无关的周期性呕吐综合征"
R112,"恶心伴呕吐，未指明"
R12,"烧心"
R13,"食厌痛和吞咽困难"
R130,"失闭症"
R131,"吞咽 困难"
R1310,"吞咽困难，未指明"
R1311,"吞咽困难，口腔期"
R1312,"吞咽困难，口咽期"
R1313,"吞咽困难，咽期"
R1314,"吞咽困难，咽食管期"
R1319,"其他 吞咽困难"
R14,"肠胃胀气和相关病症"
R140,"腹胀（气态）"
R141,"胀痛"
R142,"采集"
R143,"胀 气"
R15,"大便失禁"
R150,"排便不彻底"
R151,"粪便涂片"
R152,"大便急迫"
R159,"大便完全失禁"
R16,"肝肿大和脾肿大，未在其他部位分类"
R160,"肝肿大，未分类"
R161,"脾肿大，未分类"
R162,"肝肿大伴脾肿大，未分类"
R17,"未指明的黄疸"
R18,"腹水"
R180,"恶性腹水"
R188,"其他腹水"
R19,"涉及消化系统和腹部的其他症状和体征"
R190,"腹腔内和盆腔肿胀、肿块和肿块"
R1900,"腹腔内和盆腔肿胀、肿块和肿块，部位不明"
R1901,"右上腹肿胀、肿块和肿块"
R1902,"左上腹肿胀、肿块和肿块"
R1903,"右下腹肿胀、肿块和肿块"
R1904,"左下腹肿胀、肿块和肿块"
R1905,"脐周肿胀、肿块或肿块"
R1906,"上腹肿胀、肿块或肿块"
R1907,"全身性腹腔内和盆腔肿胀、肿块和肿块"
R1909,"其他腹腔内和盆腔肿胀、肿块和肿块"
R191,"肠鸣音异常"
R1911,"肠鸣音消失"
R1912,"肠鸣音亢进"
R1915,"其他异常肠鸣音"
R192,"可见的蠕动"
R193,"腹部强直"
R1930,"腹部强直，部位不明"
R1931,"右上腹强直"
R1932,"左上腹强直"
R1933,"右下腹强直"
R1934,"左下腹强直"
R1935,"脐周腹部强直"
R1936,"上腹强直"
R1937,"全身性腹强直"
R194,"排便习惯改变"
R195,"其他粪便异常"
R196,"口臭"
R197,"腹泻，未指定"
R198,"涉及消化系统和腹部的其他特定症状和体征"
R20,"皮肤感觉紊乱"
R200,"皮肤麻醉"
R201,"皮肤感觉减退"
R202,"皮肤感觉异常"
R203,"感觉过敏"
R208,"其他皮肤感觉障碍"
R209,"不明原因的皮肤感觉障碍"
R21,"皮疹和其他非特异性皮疹"
R22,"皮肤和皮下组织的局部肿胀、肿块和肿块"
R220,"局部肿胀、肿块和肿块、头部"
R221,"颈部局部肿胀、肿块和肿块"
R222,"局部肿胀、肿块和肿块、躯干"
R223,"局部肿胀、肿块和肿块、上肢"
R2230,"局部肿胀、肿块和肿块、未指明的上肢"
R2231,"局部肿胀、肿块和肿块，右上肢"
R2232,"左上肢局部肿胀、肿块和肿块"
R2233,"局部肿胀、肿块和肿块，上肢，双侧"
R224,"下肢局部肿胀、肿块和肿块"
R2240,"局部肿胀、肿块和肿块，下肢不明"
R2241,"右下肢局部肿胀、肿块和肿块"
R2242,"左下肢局部肿胀、肿块和肿块"
R2243,"局部肿胀、肿块和肿块、下肢、双侧"
R229,"局部肿胀、肿块和肿块，未指明"
R23,"其他皮肤变化"
R230,"紫 绀"
R231,"苍白"
R232,"冲洗"
R233,"自发性瘀斑"
R234,"皮肤纹理的变化"
R238,"其他皮肤变化"
R239,"不明皮肤变化"
R25,"异常的不自主运动"
R250,"头部运动异常"
R251,"震颤，未指明"
R252,"痉挛和痉挛"
R253,"肌束颤动"
R258,"其他异常不自主运动"
R259,"未指明的异常不自主运动"
R26,"步态和活动异常"
R260,"共济失调步态"
R261,"麻痹步态"
R262,"行走困难，未分类"
R268,"步态和活动能力的其他异常"
R2681,"脚部不稳"
R2689,"步态和活动能力的其他异常"
R269,"未特明的步态和活动异常"
R27,"其他缺乏协调"
R270,"共济失调，未指明"
R278,"其他缺乏协调"
R279,"未指明的缺乏协调"
R29,"涉及神经和肌肉骨骼系统的其他症状和体征"
R290,"手足搐搦"
R291,"假性脑膜炎"
R292,"反射异常"
R293,"姿势异常"
R294,"咔哒咔哒"
R295,"短暂性麻痹"
R296,"反复跌倒"
R297,"美国国立卫生研究院卒中量表 （NIHSS） 评分"
R2970,"NIHSS 评分 0\-9"
R29700,"NIHSS 评分 0"
R29701,"NIHSS 评分 1"
R29702,"NIHSS 评分 2"
R29703,"NIHSS 评分 3"
R29704,"NIHSS 评分 4"
R29705,"NIHSS 评分 5"
R29706,"NIHSS 评分 6"
R29707,"NIHSS 评分 7"
R29708,"NIHSS 评分 8"
R29709,"NIHSS 评分 9"
R2971,"NIHSS 评分 10\-19"
R29710,"NIHSS 评分 10"
R29711,"NIHSS 评分 11"
R29712,"NIHSS 评分 12"
R29713,"NIHSS 评分 13"
R29714,"NIHSS 评分 14"
R29715,"NIHSS 评分 15"
R29716,"NIHSS 评分 16"
R29717,"NIHSS 评分 17"
R29718,"NIHSS 评分 18"
R29719,"NIHSS 评分 19"
R2972,"NIHSS 评分 20\-29"
R29720,"NIHSS 评分 20"
R29721,"NIHSS 评分 21"
R29722,"NIHSS 评分 22"
R29723,"NIHSS 评分 23"
R29724,"NIHSS 评分 24"
R29725,"NIHSS 评分 25"
R29726,"NIHSS 评分 26"
R29727,"NIHSS 评分 27"
R29728,"NIHSS 评分 28"
R29729,"NIHSS 评分 29"
R2973,"NIHSS 评分 30\-39"
R29730,"NIHSS 评分 30"
R29731,"NIHSS 评分 31"
R29732,"NIHSS 评分 32"
R29733,"NIHSS 评分 33"
R29734,"NIHSS 评分 34"
R29735,"NIHSS 评分 35"
R29736,"NIHSS 评分 36"
R29737,"NIHSS 评分 37"
R29738,"NIHSS 评分 38"
R29739,"NIHSS 评分 39"
R2974,"NIHSS 评分 40\-42"
R29740,"NIHSS 评分 40"
R29741,"NIHSS 评分 41"
R29742,"NIHSS 评分 42"
R298,"涉及神经和肌肉骨骼系统的其他症状和体征"
R2981,"涉及神经系统的其他症状和体征"
R29810,"面部无力"
R29818,"涉及神经系统的其他症状和体征"
R2989,"涉及肌肉骨骼系统的其他症状和体征"
R29890,"身高下降"
R29891,"眼斜颈"
R29898,"涉及肌肉骨骼系统的其他症状和体征"
R299,"涉及神经和肌肉骨骼系统的未明确症状和体征"
R2990,"涉及神经系统的未明确症状和体征"
R2991,"涉及肌肉骨骼系统的未明确症状和体征"
R30,"排尿相关的疼痛"
R300,"排尿困难"
R301,"膀胱里急后重"
R309,"排尿疼痛，未指明"
R31,"血尿"
R310,"肉眼血尿"
R311,"良性原发性镜下血尿"
R312,"其他镜下血尿"
R3121,"无症状镜下血尿"
R3129,"其他镜下血尿"
R319,"血尿，未指明"
R32,"未指明的尿失禁"
R33,"尿潴留"
R330,"药物诱导的尿潴留"
R338,"其他尿潴留"
R339,"尿潴留，未指定"
R34,"无尿和少尿"
R35,"多尿症"
R350,"排尿频率"
R351,"夜尿症"
R358,"其他多尿"
R3581,"夜间多尿"
R3589,"其他多尿"
R36,"尿道分泌物"
R360,"尿道分泌物无血"
R361,"血精症"
R369,"尿道分泌物，未指定"
R37,"性功能障碍，未指定"
R39,"涉及泌尿生殖系统的其他和未指明的症状和体征"
R390,"尿液外渗"
R391,"排尿的其他困难"
R3911,"排尿犹豫"
R3912,"尿流不良"
R3913,"尿流分流"
R3914,"感觉膀胱排空不完全"
R3915,"尿急"
R3916,"努力排空"
R3919,"排尿的其他困难"
R39191,"需要立即重新作废"
R39192,"位置依赖性排尿"
R39198,"排尿的其他困难"
R392,"肾外尿毒症"
R398,"涉及泌尿生殖系统的其他症状和体征"
R3981,"功能性尿失禁"
R3982,"慢性膀胱疼痛"
R3983,"单侧不可触及的睾丸"
R3984,"双侧不可触及的睾丸"
R3989,"涉及泌尿生殖系统的其他症状和体征"
R399,"涉及泌尿生殖系统的未明确症状和体征"
R40,"嗜睡、昏睡和昏迷"
R400,"嗜 睡"
R401,"昏迷"
R402,"昏迷"
R4020,"未指明的昏迷"
R4021,"昏迷量表，睁眼"
R40211,"昏迷量表，睁开眼睛，从不"
R402110,"昏迷量表，睁开眼睛，从来没有，不明时间"
R402111,"昏迷量表，睁开眼睛，从不，在现场 \[EMT 或救护车\]"
R402112,"昏迷量表，睁开眼睛，从不，到达急诊科时"
R402113,"昏迷量表，睁开眼睛，从不，入院时"
R402114,"昏迷量表，睁眼，从不，入院后 24 小时或更长时间"
R40212,"昏迷量表，睁开眼睛，疼痛"
R402120,"昏迷量表，睁开眼睛，疼痛，时间不明"
R402121,"昏迷量表，睁眼，疼痛，在现场 \[EMT 或救护车\]"
R402122,"昏迷量表，睁眼，疼痛，到达急诊科时"
R402123,"昏迷量表，睁眼，疼痛，入院时"
R402124,"昏迷量表，睁眼，疼痛，入院后 24 小时或更长时间"
R40213,"昏迷量表，睁开眼睛，有声音"
R402130,"昏迷量表，睁开眼睛，有声音，时间不明"
R402131,"昏迷量表，睁开眼睛，有声音，在现场 \[EMT 或救护车\]"
R402132,"昏迷量表，睁眼，声音，到达急诊科时"
R402133,"昏迷量表，睁开眼睛，声音，入院时"
R402134,"昏迷量表，睁眼，有声音，入院后 24 小时或更长时间"
R40214,"昏迷量表，睁眼，自发性"
R402140,"昏迷量表，睁眼，自发，不明时间"
R402141,"昏迷量表，睁眼，自发性，在现场 \[EMT 或救护车\]"
R402142,"昏迷量表，睁眼，自发性，到达急诊科时"
R402143,"昏迷量表，睁眼，自发性，入院时"
R402144,"昏迷量表，睁眼，自发性，入院后 24 小时或更长时间"
R4022,"昏迷量表，最佳口头反应"
R40221,"昏迷量表，最佳口头反应，无"
R402210,"昏迷量表，最佳口头反应，无，未指定时间"
R402211,"昏迷量表，最佳口头反应，无，现场 \[EMT 或救护车\]"
R402212,"到达急诊科时昏迷量表，最佳口头反应，无"
R402213,"昏迷量表，最佳口头反应，无，入院时"
R402214,"昏迷量表，最佳口头反应，无，入院后 24 小时或更长时间"
R40222,"昏迷量表、最佳口头反应、难以理解的词语"
R402220,"昏迷量表、最佳口头反应、难以理解的单词、未指定时间"
R402221,"昏迷量表，最佳口头反应，难以理解的词语，在现场 \[EMT 或救护车\]"
R402222,"到达急诊科时昏迷量表、最佳口头反应、难以理解的词语"
R402223,"入院时昏迷量表、最佳口头反应、难以理解的词语"
R402224,"昏迷量表、最佳口头反应、难以理解的词语、入院后 24 小时或以上"
R40223,"昏迷量表、最佳口头反应、不恰当的词语"
R402230,"昏迷量表、最佳口头反应、不恰当词语、未指定时间"
R402231,"昏迷量表、最佳口头反应、不恰当词语、现场 \[EMT 或救护车\]"
R402232,"到达急诊科时昏迷量表、最佳口头反应、不恰当词语"
R402233,"昏迷量表、最佳口头反应、不恰当词语、入院时"
R402234,"昏迷量表、最佳口头反应、不恰当的词语、入院后 24 小时或更长时间"
R40224,"昏迷量表、最佳口头反应、对话混乱"
R402240,"昏迷量表、最佳口头反应、对话混乱、未指定时间"
R402241,"昏迷量表、最佳口头反应、对话混乱、现场 \[EMT 或救护车\]"
R402242,"昏迷量表、最佳口头反应、对话混乱、到达急诊科时"
R402243,"昏迷量表、最佳口头反应、对话混乱、入院时"
R402244,"昏迷量表、最佳口头反应、对话混乱、入院后 24 小时或更长时间"
R40225,"昏迷量表，最佳口头反应，定向"
R402250,"昏迷量表、最佳口头反应、定向、未指定时间"
R402251,"昏迷量表，最佳口头反应，定向，在现场 \[EMT 或救护车\]"
R402252,"昏迷量表，最佳口头反应，定向，到达急诊科时"
R402253,"昏迷量表，最佳口头反应，定向，入院时"
R402254,"昏迷量表，最佳口头反应，定向性，入院后 24 小时或更长时间"
R4023,"昏迷量表，最佳运动反应"
R40231,"昏迷量表，最佳运动反应，无"
R402310,"昏迷量表，最佳运动反应，无，未指定时间"
R402311,"昏迷量表，最佳运动反应，无，现场 \[EMT 或救护车\]"
R402312,"到达急诊科时昏迷量表，最佳运动反应，无"
R402313,"昏迷量表，最佳运动反应，无，入院时"
R402314,"昏迷量表，最佳运动反应，无，入院后 24 小时或更长时间"
R40232,"昏迷量表、最佳运动反应、伸展"
R402320,"昏迷量表、最佳运动反应、伸展、未指定时间"
R402321,"昏迷量表，最佳运动反应，伸展，现场 \[EMT 或救护车\]"
R402322,"昏迷量表、最佳运动反应、延长、到达急诊科时"
R402323,"昏迷量表、最佳运动反应、伸展、入院时"
R402324,"昏迷量表、最佳运动反应、延长、入院后 24 小时或更长时间"
R40233,"昏迷量表、最佳运动反应、异常屈曲"
R402330,"昏迷量表、最佳运动反应、异常屈曲、未指定时间"
R402331,"昏迷量表，最佳运动反应，异常屈曲，现场 \[EMT 或救护车\]"
R402332,"昏迷量表、最佳运动反应、异常屈曲、到达急诊科时"
R402333,"昏迷量表、最佳运动反应、异常屈曲、入院时"
R402334,"昏迷量表、最佳运动反应、异常屈曲、入院后 24 小时或更长时间"
R40234,"昏迷量表、最佳运动反应、屈曲退缩"
R402340,"昏迷量表、最佳运动反应、屈曲退缩、未指定时间"
R402341,"昏迷量表、最佳运动反应、屈曲退出、现场 \[EMT 或救护车\]"
R402342,"昏迷量表、最佳运动反应、屈曲退出、到达急诊科时"
R402343,"昏迷量表、最佳运动反应、屈曲退缩、入院时"
R402344,"昏迷量表、最佳运动反应、屈曲退缩、入院后 24 小时或更长时间"
R40235,"昏迷量表，最佳运动反应，定位疼痛"
R402350,"昏迷量表，最佳运动反应，定位疼痛，未指定时间"
R402351,"昏迷量表，最佳运动反应，定位疼痛，在现场 \[EMT 或救护车\]"
R402352,"昏迷量表，最佳运动反应，定位疼痛，到达急诊科时"
R402353,"昏迷量表，最佳运动反应，定位疼痛，入院时"
R402354,"昏迷量表，最佳运动反应，定位疼痛，入院后 24 小时或更长时间"
R40236,"昏迷量表，最佳运动反应，服从命令"
R402360,"昏迷量表、最佳运动反应、服从命令、未指定时间"
R402361,"昏迷量表，最佳运动反应，服从命令，在现场 \[EMT 或救护车\]"
R402362,"昏迷量表，最佳运动反应，服从命令，到达急诊科时"
R402363,"昏迷量表、最佳运动反应、服从命令、入院时"
R402364,"昏迷量表、最佳运动反应、服从命令、入院后 24 小时或更长时间"
R4024,"格拉斯哥昏迷量表，总分"
R40241,"格拉斯哥昏迷量表评分 13\-15"
R402410,"格拉斯哥昏迷量表评分 13\-15，未指定时间"
R402411,"格拉斯哥昏迷量表评分 13\-15，现场 \[EMT 或救护车\]"
R402412,"到达急诊科时格拉斯哥昏迷量表评分 13\-15 分"
R402413,"入院时格拉斯哥昏迷量表评分 13\-15 分"
R402414,"格拉斯哥昏迷量表评分 13\-15 分，入院后 24 小时或更长时间"
R40242,"格拉斯哥昏迷量表评分 9\-12"
R402420,"格拉斯哥昏迷量表评分 9\-12，未指定时间"
R402421,"格拉斯哥昏迷量表评分 9\-12，现场 \[EMT 或救护车\]"
R402422,"到达急诊科时格拉斯哥昏迷量表评分 9\-12 分"
R402423,"入院时格拉斯哥昏迷量表评分 9\-12 分"
R402424,"格拉斯哥昏迷量表评分 9\-12 分，入院后 24 小时或更长时间"
R40243,"格拉斯哥昏迷量表评分 3\-8 分"
R402430,"格拉斯哥昏迷量表评分 3\-8，未指定时间"
R402431,"格拉斯哥昏迷量表评分 3\-8，现场 \[EMT 或救护车\]"
R402432,"到达急诊科时格拉斯哥昏迷量表评分 3\-8 分"
R402433,"入院时格拉斯哥昏迷量表评分 3\-8 分"
R402434,"格拉斯哥昏迷量表评分 3\-8 分，入院后 24 小时或更长时间"
R40244,"其他昏迷，没有记录的格拉斯哥昏迷量表评分，或报告了部分评分"
R402440,"其他昏迷，没有记录的格拉斯哥昏迷量表评分，或报告了部分评分，时间未指定"
R402441,"其他昏迷，没有记录的格拉斯哥昏迷量表评分，或报告了部分评分，在现场 \[EMT 或救护车\]"
R402442,"其他昏迷，到达急诊科时没有记录的格拉斯哥昏迷量表评分，或报告了部分评分"
R402443,"入院时没有记录的格拉斯哥昏迷量表评分或报告部分评分的其他昏迷"
R402444,"入院后 24 小时或更长时间的其他昏迷，没有记录的格拉斯哥昏迷量表评分，或报告了部分评分"
R403,"持续性植物人状态"
R404,"意识的短暂改变"
R41,"涉及认知功能和意识的其他症状和体征"
R410,"定向障碍，未指定"
R411,"顺行性遗忘症"
R412,"逆行性健忘症"
R413,"其他遗忘症"
R414,"神经忽视综合征"
R418,"涉及认知功能和意识的其他症状和体征"
R4181,"与年龄相关的认知能力下降"
R4182,"精神状态改变，未指明"
R4183,"边缘智力功能"
R4184,"其他特定的认知缺陷"
R41840,"注意力和注意力缺陷"
R41841,"认知沟通缺陷"
R41842,"视觉空间缺陷"
R41843,"精神运动缺陷"
R41844,"额叶和执行功能缺陷"
R4189,"涉及认知功能和意识的其他症状和体征"
R419,"涉及认知功能和意识的未指明症状和体征"
R42,"头晕和头晕"
R43,"嗅觉和味觉障碍"
R430,"嗅觉丧失"
R431,"嗅觉倒错"
R432,"Parageusia"
R438,"其他嗅觉和味觉障碍"
R439,"未指明的嗅觉和味觉障碍"
R44,"涉及一般感觉和知觉的其他症状和体征"
R440,"幻听"
R441,"幻视"
R442,"其他幻觉"
R443,"幻觉，未指定"
R448,"涉及一般感觉和知觉的其他症状和体征"
R449,"涉及一般感觉和知觉的未明确症状和体征"
R45,"涉及情绪状态的症状和体征"
R450,"紧张"
R451,"烦躁不安和激越"
R452,"不幸"
R453,"士气低落和冷漠"
R454,"易怒和愤怒"
R455,"敌意"
R456,"暴力行为"
R457,"情绪冲击和压力状态，未指明"
R458,"涉及情绪状态的其他症状和体征"
R4581,"自卑"
R4582,"担心"
R4583,"儿童、青少年或成人过度哭泣"
R4584,"快感缺乏"
R4585,"杀人和自杀意念"
R45850,"杀人意念"
R45851,"自杀意念"
R4586,"情绪不稳定"
R4587,"冲动"
R4588,"非自杀性自我伤害"
R4589,"涉及情绪状态的其他症状和体征"
R46,"涉及外观和行为的症状和体征"
R460,"个人卫生水平非常低"
R461,"奇异的个人外表"
R462,"奇怪莫名其妙的行为"
R463,"过度活跃"
R464,"速度慢，响应能力差"
R465,"多疑和明显的逃避"
R466,"过度关注和关注压力事件"
R467,"冗长和环境细节掩盖了联系的原因"
R468,"涉及外表和行为的其他症状和体征"
R4681,"强迫行为"
R4689,"涉及外表和行为的其他症状和体征"
R47,"言语障碍，未分类"
R470,"言语障碍和失语症"
R4701,"失语症"
R4702,"言语障碍"
R471,"构音障碍和失落症"
R478,"其他言语障碍"
R4781,"言语不清"
R4782,"其他分类疾病中的流畅性障碍"
R4789,"其他言语障碍"
R479,"不明原因的言语障碍"
R48,"阅读障碍和其他象征性功能障碍，未在其他地方分类"
R480,"阅读障碍和失语症"
R481,"失认症"
R482,"失用症"
R483,"视觉失认症"
R488,"其他象征性功能障碍"
R489,"未指明的象征性功能障碍"
R49,"声音和共鸣障碍"
R490,"发音困难"
R491,"失音症"
R492,"高鼻音和低鼻音"
R4921,"鼻音高"
R4922,"低鼻音"
R498,"其他声音和共鸣障碍"
R499,"未分类的嗓音和共鸣障碍"
R50,"其他原因不明的发热"
R502,"药物引起的发热"
R508,"其他特定发热"
R5081,"发热表现为其他分类疾病"
R5082,"术后发热"
R5083,"接种疫苗后发热"
R5084,"发热性非溶血性输血反应"
R509,"发热，未指明"
R51,"头痛"
R510,"头痛伴直立性成分，未分类"
R519,"头痛，未指明"
R52,"疼痛，未指明"
R53,"不适和疲劳"
R530,"肿瘤性（恶性）相关疲劳"
R531,"弱点"
R532,"功能性四肢瘫痪"
R538,"其他不适和疲劳"
R5381,"其他不适"
R5382,"慢性疲劳，未指定"
R5383,"其他疲劳"
R54,"与年龄相关的身体虚弱"
R55,"晕厥和虚脱"
R56,"抽搐，未分类"
R560,"发热性惊厥"
R5600,"单纯性热性惊厥"
R5601,"复杂发热惊厥"
R561,"创伤后癫痫发作"
R569,"未指明的惊厥"
R57,"休克，未分类"
R570,"心源性休克"
R571,"低血容量性休克"
R578,"其他休克"
R579,"休克，未指定"
R58,"出血，未分类"
R59,"淋巴结肿大"
R590,"局限性淋巴结肿大"
R591,"全身性肿大的淋巴结"
R599,"淋巴结肿大，未指定"
R60,"水肿，未分类"
R600,"局部水肿"
R601,"全身性水肿"
R609,"水肿，未指定"
R61,"全身性多汗症"
R62,"儿童和成人缺乏预期的正常生理发育"
R620,"童年期里程碑延迟"
R625,"其他和未指明的儿童期缺乏预期的正常生理发育"
R6250,"儿童期未明确缺乏预期的正常生理发育"
R6251,"生长迟缓（儿童）"
R6252,"身材矮小（儿童）"
R6259,"其他 儿童期缺乏预期的正常生理发育"
R627,"成人生长迟缓"
R63,"有关食物和液体摄入的症状和体征"
R630,"厌食"
R631,"烦渴"
R632,"多食"
R633,"喂养困难"
R6330,"喂养困难，未指明"
R6331,"急性小儿喂养障碍"
R6332,"慢性儿科喂养障碍"
R6339,"其他喂养困难"
R634,"体重异常减轻"
R635,"体重异常增加"
R636,"体重"
R638,"有关食物和液体摄入的其他症状和体征"
R64,"恶病质"
R65,"与全身炎症和感染特别相关的症状和体征"
R651,"非感染性全身炎症反应综合征 （SIRS）"
R6510,"无急性器官功能障碍的非感染性全身炎症反应综合征 （SIRS）"
R6511,"非感染性全身炎症反应综合征 （SIRS） 伴急性器官功能障碍"
R652,"重度脓毒症"
R6520,"无脓毒性休克的重度脓毒症"
R6521,"重度脓毒症伴脓毒性休克"
R68,"其他一般症状和体征"
R680,"体温过低，与低环境温度无关"
R681,"婴儿特有的非特异性症状"
R6811,"婴儿 （baby） 过度哭闹"
R6812,"挑剔的婴儿 （婴儿）"
R6813,"婴儿明显危及生命的事件 （ALTE）"
R6819,"婴儿特有的其他非特异性症状"
R682,"口干，未指明"
R683,"杵状指"
R688,"其他一般症状和体征"
R6881,"早饱"
R6882,"下降"
R6883,"发冷（无发热）"
R6884,"下颌疼痛"
R6889,"其他一般症状和体征"
R69,"疾病，未指定"
R70,"红细胞沉降率升高和血浆粘度异常"
R700,"红细胞沉降率升高"
R701,"血浆粘度异常"
R71,"红细胞异常"
R710,"血细胞比容急剧下降"
R718,"红细胞的其他异常"
R73,"血糖水平升高"
R730,"血糖异常"
R7301,"空腹血糖受损"
R7302,"葡萄糖耐量受损（口服）"
R7303,"糖尿病前期"
R7309,"其他血糖异常"
R739,"高血糖，未指定"
R74,"血清酶水平异常"
R740,"转氨酶和乳酸脱氢酶 \[LDH\] 水平非特异性升高"
R7401,"肝转氨酶水平升高"
R7402,"乳酸脱氢酶 \[LDH\] 水平升高"
R748,"其他血清酶水平异常"
R749,"血清酶水平异常，未指定"
R75,"人类免疫缺陷病毒 \[HIV\] 的不确定实验室证据"
R76,"血清中的其他异常免疫学发现"
